STOP_FRISK_TIME;YEAR2;MONTH2;DAY2;STOP_WAS_INITIATED;LOCATION_IN_OUT_CODE;JURISDICTION_DESCRIPTION;OBSERVED_DURATION_MINUTES;SUSPECTED_CRIME_DESCRIPTION;SUSPECT_ARRESTED_FLAG;OFFICER_IN_UNIFORM_FLAG;FRISKED_FLAG;SEARCHED_FLAG;OTHER_CONTRABAND_FLAG;BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG;BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG;SUSPECTS_ACTIONS_CASING_FLAG;SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG;SUSPECTS_ACTIONS_DECRIPTION_FLAG;SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG;SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG;SUSPECTS_ACTIONS_LOOKOUT_FLAG;SUSPECTS_ACTIONS_OTHER_FLAG;SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG;DEMEANOR_OF_PERSON_STOPPED;SUSPECT_REPORTED_AGE;SUSPECT_SEX;SUSPECT_RACE_DESCRIPTION;SUSPECT_HEIGHT;SUSPECT_WEIGHT;SUSPECT_BODY_BUILD_TYPE;STOP_LOCATION_PRECINCT;STOP_LOCATION_X;STOP_LOCATION_Y;WEAPON_FOUND_FLAG
2:47:00 PM;2017;December;Wednesday;Based on Self Initiated;NA;Housing;0;CRIMINAL TRESPASS;Y;Y;N;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;NORMAL;32;MALE;BLACK;5.1;155;THN;61;1001727;156548;N
2:46:00 PM;2017;February;Friday;Based on Radio Run;I;Housing;1;CPW;Y;Y;Y;Y;N;NA;NA;NA;Y;Y;NA;NA;NA;NA;Y;UPSET;22;MALE;BLACK HISPANIC;6.1;150;THN;10;983154;210473;Y
2:46:00 PM;2017;May;Thursday;Based on C/W on Scene;S;Transit;1;GRAND LARCENY;N;N;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NERVOUS;30;MALE;BLACK;5.1;230;HEA;13;986553;207131;Y
2:46:00 PM;2017;February;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;Y;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY;23;FEMALE;BLACK;5.6;120;THN;40;1007923;237493;N
2:46:00 PM;2017;February;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;Y;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;NON COMPLIANT;22;FEMALE;BLACK;5.7;200;HEA;40;1007923;237493;N
2:46:00 PM;2017;February;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;Y;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY;23;FEMALE;BLACK;5.6;120;THN;40;1007923;237493;N
2:46:00 PM;2017;February;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;Y;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;NON COMPLIANT;22;FEMALE;BLACK;5.7;200;HEA;40;1007923;237493;N
2:46:00 PM;2017;February;Thursday;Based on Radio Run;O;Housing;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;24;MALE;BLACK;5.6;150;THN;NA;NA;NA;N
2:46:00 PM;2017;November;Wednesday;Based on Radio Run;O;PSB;2;PETIT LARCENY;Y;Y;N;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;PETIT LARCENY;35;MALE;WHITE HISPANIC;5.9;150;THN;112;1029095;201225;N
2:46:00 PM;2017;June;Tuesday;Based on Radio Run;NA;PSB;1;BURGLARY;N;Y;Y;N;N;Y;NA;Y;NA;Y;NA;NA;NA;NA;NA;UNCOOPERATIVE, COMBATIVE;40;MALE;BLACK;5.7;170;MED;120;961705;160801;N
2:45:00 PM;2017;October;Monday;Based on C/W on Scene;O;PSB;0;CPW;N;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;NA;CPW;44;MALE;BLACK;6.4;250;MED;13;986755;209651;N
2:45:00 PM;2017;June;Sunday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;Y;N;NA;NA;NA;Y;Y;NA;NA;NA;NA;NA;I-RATE;40;MALE;BLACK;5.8;180;MED;18;986380;220058;Y
2:45:00 PM;2017;March;Friday;Based on C/W on Scene;I;PSB;10;PETIT LARCENY;N;Y;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;PETIT LARCENY;47;FEMALE;WHITE;5.1;120;THN;23;997939;225779;N
2:45:00 PM;2017;September;Sunday;Based on Radio Run;O;PSB;2;OTHER;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;OTHER;25;MALE;BLACK;NA;180;THN;23;999432;228478;N
2:45:00 PM;2017;September;Sunday;Based on Radio Run;NA;PSB;2;OTHER;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;OTHER;25;MALE;BLACK;5.1;180;THN;23;999432;228478;N
2:45:00 PM;2017;September;Sunday;Based on Radio Run;NA;PSB;2;OTHER;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;Y;OTHER;19;MALE;BLACK;5.7;190;MED;23;999432;228478;N
2:45:00 PM;2017;February;Friday;Based on Self Initiated;NA;Housing;1;CRIMINAL TRESPASS;Y;Y;N;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;NERVOUS;47;MALE;BLACK HISPANIC;5.8;200;MED;28;997983;230378;N
2:45:00 PM;2017;February;Saturday;Based on Self Initiated;O;PSB;2;BURGLARY;N;N;Y;N;N;Y;NA;Y;NA;Y;NA;Y;NA;NA;NA;NON-COMPLIANT;32;MALE;BLACK;5.6;140;THN;NA;NA;998776;N
2:45:00 PM;2017;December;Monday;Based on Radio Run;O;PSB;1;ROBBERY;Y;N;Y;Y;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;ROBBERY;24;MALE;WHITE HISPANIC;5.8;170;THN;NA;NA;NA;Y
2:45:00 PM;2017;December;Monday;Based on Radio Run;O;PSB;1;ROBBERY;Y;N;Y;Y;Y;Y;NA;NA;NA;NA;NA;NA;NA;Y;Y;ROBBERY;24;MALE;BLACK;5.8;180;THN;NA;NA;NA;Y
2:45:00 PM;2017;October;Thursday;Based on Radio Run;NA;PSB;1;CPW;N;Y;N;N;N;NA;NA;NA;Y;Y;NA;NA;NA;Y;Y;CPW;NA;FEMALE;BLACK;5.5;190;HEA;44;1006952;246007;N
2:45:00 PM;2017;September;Tuesday;Based on Radio Run;O;PSB;2;BURGLARY;Y;N;Y;N;N;Y;NA;Y;NA;Y;NA;NA;Y;NA;Y;CONFUSED AND NERVOUS;36;MALE;WHITE;5.11;175;THN;49;1021684;251975;N
2:45:00 PM;2017;December;Tuesday;Based on Self Initiated;I;Housing;1;CRIMINAL TRESPASS;Y;Y;N;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CRIMINAL TRESPASS;39;MALE;WHITE;5.1;230;MED;60;987914;148708;N
2:45:00 PM;2017;January;Sunday;Based on C/W on Scene;O;PSB;1;BURGLARY;Y;Y;Y;N;N;Y;NA;NA;NA;NA;NA;NA;NA;Y;NA;NERVOUS;29;MALE;BLACK;6.5;200;MED;79;999477;187883;N
2:45:00 PM;2017;August;Wednesday;Based on Radio Run;NA;PSB;2;GRAND LARCENY AUTO;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;GRAND LARCENY AUTO;NA;MALE;BLACK;5.9;NA;MED;105;1058030;191304;N
2:45:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;ASSAULT;Y;N;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;Y;NERVOUS`;29;MALE;ASIAN/PAC.ISL;5.7;120;THN;111;1050888;213500;N
2:45:00 PM;2017;July;Monday;Based on Self Initiated;NA;PSB;3;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;Y;NA;SUBMISSIVE;18;MALE;BLACK;5.8;160;MED;113;1042856;190070;Y
2:44:00 PM;2017;July;Friday;Based on Radio Run;I;PSB;1;CPW;N;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;HIGHLY IRATE;26;MALE;BLACK;5.7;170;MED;41;1014605;238742;N
2:44:00 PM;2017;May;Tuesday;Based on Radio Run;NA;PSB;1;ASSAULT;Y;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;ASSAULT;17;MALE;BLACK;5.6;150;THN;68;981084;170153;Y
2:44:00 PM;2017;January;Wednesday;Based on Radio Run;O;PSB;1;CPW;N;Y;N;N;N;NA;NA;NA;Y;Y;NA;NA;NA;NA;NA;UPSET;17;MALE;BLACK;6;180;THN;120;963241;166960;N
2:43:00 PM;2017;December;Tuesday;Based on Self Initiated;I;Housing;2;CRIMINAL TRESPASS;Y;N;N;Y;N;NA;NA;Y;NA;NA;NA;NA;NA;NA;NA;NERVOUS;47;FEMALE;WHITE HISPANIC;5.3;140;MED;69;1012736;177280;N
2:43:00 PM;2017;February;Monday;Based on Radio Run;NA;PSB;0;OTHER;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;OTHER;64;MALE;BLACK;5.9;150;THN;100;1029473;150560;N
2:43:00 PM;2017;October;Friday;Based on C/W on Scene;I;PSB;1442;PETIT LARCENY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;PETIT LARCENY;18;MALE;BLACK;5.9;150;THN;121;937481;152820;N
2:42:00 PM;2017;March;Monday;Based on Radio Run;O;Housing;1;CPW;Y;Y;Y;N;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NERVOUS;17;MALE;BLACK;5.8;160;THN;NA;NA;NA;N
2:42:00 PM;2017;March;Wednesday;Based on Radio Run;O;PSB;2;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;RESPECTFUL;23;MALE;BLACK;5.8;165;THN;77;998819;184247;Y
2:42:00 PM;2017;March;Wednesday;Based on Radio Run;O;PSB;2;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;RESPECTFUL;40;MALE;BLACK;5.9;180;THN;77;998819;184247;Y
2:42:00 PM;2017;October;Wednesday;Based on Radio Run;O;PSB;3;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;NORMAL;24;MALE;WHITE HISPANIC;5.7;165;MED;109;1036082;211769;N
2:42:00 PM;2017;October;Wednesday;Based on C/W on Scene;O;PSB;3;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NORMAL;25;MALE;WHITE HISPANIC;5.8;200;HEA;109;1036082;211769;N
2:42:00 PM;2017;October;Wednesday;Based on Radio Run;O;PSB;3;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NORMAL;25;MALE;WHITE HISPANIC;5.8;190;MED;109;1036082;211769;N
2:42:00 PM;2017;October;Wednesday;Based on Radio Run;O;PSB;3;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NORMAL;26;MALE;WHITE HISPANIC;5.8;160;MED;109;1036082;211769;N
2:42:00 PM;2017;June;Wednesday;Based on Radio Run;O;PSB;0;GRAND LARCENY;N;Y;N;N;N;NA;NA;NA;Y;Y;NA;NA;NA;NA;NA;UPSET;20;MALE;BLACK;5.1;200;MED;113;1042992;191591;Y
2:42:00 PM;2017;June;Wednesday;Based on Radio Run;NA;PSB;0;GRAND LARCENY;N;Y;N;N;N;NA;NA;NA;Y;Y;NA;NA;NA;NA;NA;UPSET;20;MALE;BLACK;5.11;275;HEA;113;1042992;191591;Y
2:41:00 PM;2017;May;Tuesday;Based on Radio Run;NA;PSB;1;PETIT LARCENY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;PETIT LARCENY;24;MALE;BLACK;5.1;170;THN;24;995298;230356;N
2:41:00 PM;2017;May;Tuesday;Based on Radio Run;NA;PSB;1;PETIT LARCENY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;PETIT LARCENY;22;MALE;BLACK;6;175;THN;24;995298;230356;N
2:41:00 PM;2017;February;Tuesday;Based on C/W on Scene;O;PSB;1;GRAND LARCENY;Y;N;Y;Y;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;NERVOUS;35;MALE;BLACK;5.9;195;THN;52;1013262;253803;N
2:41:00 PM;2017;August;Saturday;Based on Radio Run;NA;PSB;3;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;37;MALE;BLACK;6.1;200;MED;88;991588;191285;N
2:41:00 PM;2017;May;Friday;Based on Radio Run;NA;PSB;10;CPW;N;Y;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;48;MALE;BLACK;5.7;180;MED;107;1037874;196781;N
2:40:00 PM;2017;October;Friday;Based on C/W on Scene;O;PSB;1;ASSAULT;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;ASSAULT;17;MALE;BLACK;6.1;160;THN;1;980941;197696;N
2:40:00 PM;2017;April;Saturday;Based on Self Initiated;NA;Housing;3;CRIMINAL TRESPASS;Y;N;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CRIMINAL TRESPASS;32;MALE;WHITE HISPANIC;5.9;180;THN;9;991172;201785;N
2:40:00 PM;2017;February;Wednesday;Based on Self Initiated;O;PSB;5;CRIMINAL SALE OF CONTROLLED SUBSTANCE;N;Y;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CRIMINAL SALE OF CONTROLLED SUBSTANCE;25;MALE;BLACK;6;195;MED;13;988886;207857;N
2:40:00 PM;2017;April;Thursday;Based on Self Initiated;S;Transit;1;CPW;Y;Y;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;39;MALE;BLACK;5.11;220;HEA;13;988886;207857;Y
2:40:00 PM;2017;December;Wednesday;Based on Self Initiated;S;Transit;1;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;NERVOUS;38;MALE;WHITE HISPANIC;5.6;160;MED;13;986553;207131;Y
2:40:00 PM;2017;October;Wednesday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;48;MALE;BLACK;5.8;160;MED;24;992325;229269;N
2:40:00 PM;2017;July;Wednesday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;36;MALE;BLACK;5.8;150;THN;32;999430;235923;N
2:40:00 PM;2017;July;Wednesday;Based on Radio Run;O;PSB;0;CPW;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;NA;NA;NA;NA;NA;(nu;32;999430;235923;N
2:40:00 PM;2017;January;Friday;Based on Radio Run;NA;PSB;1;OTHER;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;NA;OTHER;37;MALE;BLACK;5.1;180;MED;33;999572;245693;N
2:40:00 PM;2017;April;Tuesday;Based on C/W on Scene;S;Transit;1;OTHER;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;OTHER;54;MALE;BLACK;5.1;160;THN;40;1004369;237509;N
2:40:00 PM;2017;September;Wednesday;Based on Self Initiated;O;Housing;1;CPW;Y;N;Y;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;RESISTING AND NERVOUS;36;MALE;BLACK;5.9;170;MED;42;1010606;240098;N
2:40:00 PM;2017;April;Tuesday;Based on C/W on Scene;S;Transit;1;OTHER;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;OTHER;23;MALE;BLACK;5.8;150;MED;44;1004369;237509;N
2:40:00 PM;2017;November;Friday;Based on Self Initiated;O;PSB;1;CPW;Y;Y;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;UPSET;34;MALE;WHITE HISPANIC;6.1;210;MED;44;1008758;243903;Y
2:40:00 PM;2017;July;Sunday;Based on C/W on Scene;NA;PSB;1;CPW;N;N;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;LANGUAGE BARRIER , SEEMINGLY AGGITATED;27;MALE;WHITE HISPANIC;NA;190;MED;46;1011734;251261;N
2:40:00 PM;2017;July;Wednesday;Based on Self Initiated;O;PSB;1;CRIMINAL SALE OF CONTROLLED SUBSTANCE;N;N;Y;N;N;NA;NA;NA;Y;NA;Y;NA;NA;NA;NA;CRIMINAL SALE OF CONTROLLED SUBSTANCE;37;MALE;BLACK;5.11;150;THN;46;1005312;248225;N
2:40:00 PM;2017;July;Wednesday;Based on Self Initiated;O;PSB;1;CRIMINAL SALE OF MARIHUANA;N;N;Y;N;N;NA;NA;NA;Y;NA;Y;NA;NA;NA;NA;CRIMINAL SALE OF MARIHUANA;35;MALE;WHITE HISPANIC;5.6;160;THN;46;1005312;248225;N
2:40:00 PM;2017;July;Wednesday;Based on Self Initiated;O;PSB;1;CRIMINAL SALE OF MARIHUANA;N;N;Y;N;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CRIMINAL SALE OF MARIHUANA;34;MALE;BLACK;5.7;170;MED;46;1005312;248225;N
2:40:00 PM;2017;December;Tuesday;Based on Self Initiated;O;PSB;1;ASSAULT;N;Y;Y;N;N;NA;Y;NA;NA;NA;NA;NA;NA;Y;NA;UPSET;16;MALE;WHITE HISPANIC;5.1;130;MED;50;1008557;258889;N
2:40:00 PM;2017;December;Monday;Based on Self Initiated;NA;PSB;1;ASSAULT;N;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;UPSET;16;MALE;WHITE HISPANIC;5.7;138;THN;50;1008557;258889;N
2:40:00 PM;2017;August;Tuesday;Based on Radio Run;NA;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;27;MALE;BLACK;6.4;200;MED;52;1012025;254323;N
2:40:00 PM;2017;September;Sunday;Based on C/W on Scene;I;PSB;5;CRIMINAL TRESPASS;Y;Y;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL TRESPASS;22;FEMALE;WHITE HISPANIC;5.6;115;THN;52;1011369;253760;N
2:40:00 PM;2017;October;Monday;Based on Radio Run;NA;PSB;1;BURGLARY;Y;Y;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;BURGLARY;48;MALE;BLACK;5.11;170;THN;61;998386;151312;N
2:40:00 PM;2017;May;Sunday;Based on Radio Run;O;PSB;5;CRIMINAL TRESPASS;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CRIMINAL TRESPASS;59;MALE;NA;5.8;145;MED;62;982015;161707;N
2:40:00 PM;2017;June;Thursday;Based on Radio Run;I;PSB;10;CRIMINAL TRESPASS;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;UPSET;21;MALE;BLACK;5.1;150;THN;67;1006502;177148;N
2:40:00 PM;2017;August;Tuesday;Based on Self Initiated;O;PSB;2;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;ROBBERY;NA;MALE;BLACK;NA;NA;THN;69;1012106;173005;N
2:40:00 PM;2017;November;Wednesday;Based on Radio Run;O;PSB;1;GRAND LARCENY;N;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NERVOUS;16;MALE;BLACK;5.8;130;THN;71;1003224;181035;N
2:40:00 PM;2017;November;Wednesday;Based on Radio Run;NA;PSB;1;GRAND LARCENY;N;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NERVOUS;16;MALE;BLACK;5.6;120;THN;71;1003224;181035;N
2:40:00 PM;2017;November;Wednesday;Based on Radio Run;O;PSB;1;GRAND LARCENY;N;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NERVOUS;16;MALE;BLACK;5.7;120;THN;71;1003224;181035;N
2:40:00 PM;2017;November;Wednesday;Based on Radio Run;O;PSB;1;GRAND LARCENY;N;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NERVOUS;16;MALE;BLACK;5.1;130;THN;71;1003224;181035;N
2:40:00 PM;2017;November;Wednesday;Based on Radio Run;NA;PSB;0;ROBBERY;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;16;MALE;BLACK;5.8;150;MED;NA;NA;NA;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;17;MALE;BLACK HISPANIC;5.8;180;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;NA;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;18;MALE;BLACK;6.5;175;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;16;MALE;BLACK;5.11;180;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;16;MALE;BLACK;6.2;180;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;17;MALE;BLACK;6.1;154;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;NA;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;17;MALE;BLACK;5.1;170;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;17;MALE;BLACK;5.11;170;MED;76;984784;184875;N
2:40:00 PM;2017;November;Friday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;Y;Y;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;CRIMINAL MISCHIEF;17;MALE;BLACK;5.8;175;MED;76;984784;184875;N
2:40:00 PM;2017;February;Thursday;Based on Self Initiated;O;Housing;1;CPW;N;N;Y;N;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;26;MALE;BLACK;5.6;200;U;79;999833;193363;N
2:40:00 PM;2017;February;Thursday;Based on Self Initiated;O;Housing;1;CPW;N;N;Y;N;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;26;MALE;BLACK;5.6;200;U;79;999833;193363;N
2:40:00 PM;2017;October;Thursday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;NA;MALE;BLACK;NA;NA;THN;90;1000418;194924;N
2:40:00 PM;2017;September;Thursday;Based on Self Initiated;I;Housing;1;CPW;N;N;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;14;MALE;BLACK;5.2;95;THN;101;1052859;161081;N
2:40:00 PM;2017;May;Sunday;Based on Radio Run;O;PSB;10;CPW;N;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;55;MALE;WHITE;5.11;300;HEA;104;1010239;194571;N
2:40:00 PM;2017;May;Saturday;Based on Self Initiated;NA;PSB;1;BURGLARY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CALM;26;MALE;WHITE;6.1;215;MED;106;1026114;184484;N
2:40:00 PM;2017;October;Monday;Based on C/W on Scene;O;PSB;1;BURGLARY;N;N;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;CALM;15;MALE;BLACK;5.5;135;THN;114;1001324;218689;N
2:40:00 PM;2017;April;Monday;Based on Radio Run;O;PSB;1;AUTO STRIPPIG;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CALM;44;MALE;WHITE;5.8;200;MED;123;914803;125922;N
2:40:00 PM;2017;April;Monday;Based on Radio Run;O;PSB;1;AUTO STRIPPIG;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CALM;23;MALE;WHITE;5.7;300;HEA;123;914803;125922;N
2:39:00 PM;2017;December;Friday;Based on Self Initiated;S;Transit;1;CPW;N;N;Y;N;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;37;MALE;WHITE;5.1;150;THN;13;986553;207131;Y
2:38:00 PM;2017;July;Sunday;Based on Radio Run;O;PSB;2;CPW;N;Y;Y;N;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;30;MALE;BLACK;5.1;185;U;43;1022216;235386;N
2:38:00 PM;2017;January;Thursday;Based on Self Initiated;O;PSB;8;ROBBERY;N;N;Y;Y;N;Y;NA;Y;NA;NA;NA;NA;NA;NA;NA;ROBBERY;19;MALE;WHITE;6.3;200;MED;61;996579;161498;N
2:38:00 PM;2017;June;Monday;Based on Self Initiated;I;Transit;1436;THEFT OF SERVICES;Y;Y;N;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;THEFT OF SERVICES;34;FEMALE;BLACK;5.6;155;MED;72;983346;178067;N
2:38:00 PM;2017;September;Sunday;Based on Self Initiated;O;PSB;2;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;Y;NA;NA;NA;NA;NA;SWEATING, NERVOUS, AGGRESSIVE;24;MALE;BLACK;5.8;250;HEA;79;998182;193655;Y
2:37:00 PM;2017;May;Wednesday;Based on Radio Run;O;Housing;2;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;NERVOUS;17;MALE;BLACK HISPANIC;5.6;120;THN;9;990336;204707;N
2:37:00 PM;2017;November;Tuesday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;36;MALE;BLACK;5.7;170;THN;48;1013038;251045;N
2:37:00 PM;2017;October;Wednesday;Based on Radio Run;O;PSB;0;MAKING GRAFFITI;N;Y;N;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;MAKING GRAFFITI;NA;MALE;BLACK;NA;NA;MED;49;1022419;250303;N
2:37:00 PM;2017;October;Wednesday;Based on Radio Run;O;PSB;0;MAKING GRAFFITI;Y;Y;N;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;MAKING GRAFFITI;17;MALE;BLACK;5.8;185;THN;49;1022419;250303;N
