STOP_FRISK_TIME;YEAR2;MONTH2;DAY2;STOP_WAS_INITIATED;LOCATION_IN_OUT_CODE;JURISDICTION_DESCRIPTION;OBSERVED_DURATION_MINUTES;SUSPECTED_CRIME_DESCRIPTION;SUSPECT_ARRESTED_FLAG;OFFICER_IN_UNIFORM_FLAG;FRISKED_FLAG;SEARCHED_FLAG;OTHER_CONTRABAND_FLAG;BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG;BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG;SUSPECTS_ACTIONS_CASING_FLAG;SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG;SUSPECTS_ACTIONS_DECRIPTION_FLAG;SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG;SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG;SUSPECTS_ACTIONS_LOOKOUT_FLAG;SUSPECTS_ACTIONS_OTHER_FLAG;SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG;DEMEANOR_OF_PERSON_STOPPED;SUSPECT_REPORTED_AGE;SUSPECT_SEX;SUSPECT_RACE_DESCRIPTION;SUSPECT_HEIGHT;SUSPECT_WEIGHT;SUSPECT_BODY_BUILD_TYPE;STOP_LOCATION_PRECINCT;STOP_LOCATION_X;STOP_LOCATION_Y;WEAPON_FOUND_FLAG
11:59:00 PM;2017;June;Monday;Based on C/W on Scene;O;PSB;1;CPW;Y;Y;Y;Y;N;Y;NA;NA;Y;Y;NA;NA;NA;NA;NA;CPW;29;MALE;WHITE;5.1;180;THN;13;988424;206091;N
11:59:00 PM;2017;January;Thursday;Based on Radio Run;O;Housing;1;ASSAULT;Y;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;EXTREMLY AGITATED;27;MALE;BLACK;5.7;150;THN;32;1001742;241609;Y
11:59:00 PM;2017;September;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY AUTO;N;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY AUTO;33;MALE;WHITE HISPANIC;6.3;180;MED;33;1002685;247717;N
11:59:00 PM;2017;December;Wednesday;Based on Radio Run;NA;PSB;0;UNAUTHORIZED USE OF A VEHICLE;Y;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;UNAUTHORIZED USE OF A VEHICLE;19;MALE;WHITE HISPANIC;5.6;100;THN;115;1014511;217819;N
11:58:00 PM;2017;July;Saturday;Based on Self Initiated;O;Housing;3;ASSAULT;Y;Y;N;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;PANIC;18;MALE;BLACK;5.7;165;THN;7;990516;201169;Y
11:58:00 PM;2017;July;Sunday;Based on Radio Run;NA;PSB;0;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;44;MALE;WHITE HISPANIC;5.6;180;MED;34;1003616;255447;N
11:58:00 PM;2017;November;Friday;Based on Self Initiated;NA;PSB;1;CPW;N;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;30;NA;BLACK;5.11;180;U;42;1013754;244069;Y
11:58:00 PM;2017;March;Wednesday;Based on Self Initiated;I;Housing;1;CRIMINAL POSSESSION OF MARIHUANA;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;NERVOUS;23;MALE;BLACK HISPANIC;5.8;160;MED;43;1025740;237607;N
11:58:00 PM;2017;April;Thursday;Based on Radio Run;I;Housing;1;CPW;N;N;Y;N;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;Y;NERVOUS;40;MALE;WHITE HISPANIC;5.7;150;THN;NA;NA;NA;N
11:58:00 PM;2017;January;Friday;Based on Self Initiated;S;Transit;1;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;26;MALE;BLACK;6.1;165;THN;67;998243;176387;Y
11:57:00 PM;2017;July;Friday;Based on Self Initiated;S;Transit;1;CPW;N;Y;Y;N;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;30;MALE;WHITE;6.1;165;THN;13;988886;207857;Y
11:57:00 PM;2017;December;Friday;Based on Self Initiated;I;Housing;1;OTHER;N;N;Y;N;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;OTHER;18;MALE;BLACK;6.1;170;THN;24;994154;229794;N
11:57:00 PM;2017;September;Saturday;Based on Self Initiated;O;PSB;1;CPW;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;18;MALE;BLACK HISPANIC;5.1;145;THN;33;1001995;247513;N
11:57:00 PM;2017;September;Saturday;Based on Self Initiated;O;PSB;1;CPW;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;16;MALE;BLACK HISPANIC;5.7;140;THN;33;1001995;247513;N
11:57:00 PM;2017;September;Saturday;Based on Self Initiated;NA;PSB;1;CPW;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;18;MALE;BLACK HISPANIC;5.7;140;THN;33;1001995;247513;N
11:57:00 PM;2017;January;Tuesday;Based on Radio Run;O;PSB;1;CRIMINAL MISCHIEF;N;N;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;Y;CRIMINAL MISCHIEF;50;MALE;BLACK;5.11;180;XXX;42;1010737;240561;N
11:57:00 PM;2017;July;Thursday;Based on Self Initiated;O;PSB;2;CPW;Y;N;Y;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;41;MALE;BLACK;5.9;165;THN;106;1028607;187930;Y
11:56:00 PM;2017;September;Sunday;Based on Self Initiated;O;PSB;2;CPW;N;N;N;Y;N;NA;Y;NA;Y;NA;NA;NA;NA;NA;NA;CPW;22;MALE;BLACK HISPANIC;5.9;170;THN;33;1000565;243757;N
11:56:00 PM;2017;March;Tuesday;Based on Radio Run;NA;PSB;1;ASSAULT;Y;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ASSAULT;45;MALE;WHITE HISPANIC;5.8;160;(nu;46;1011399;250642;N
11:56:00 PM;2017;September;Wednesday;Based on C/W on Scene;O;PSB;1;CPW;Y;Y;Y;Y;N;Y;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;16;MALE;ASIAN/PAC.ISL;5.9;150;THN;76;985993;190681;Y
11:56:00 PM;2017;October;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY;16;MALE;BLACK;5.11;160;THN;88;989725;190167;N
11:56:00 PM;2017;October;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY;16;MALE;BLACK;NA;165;THN;88;989725;190167;N
11:56:00 PM;2017;October;Sunday;Based on Radio Run;O;PSB;1;GRAND LARCENY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY;15;MALE;BLACK;5.6;130;THN;88;989725;190167;N
11:55:00 PM;2017;May;Tuesday;Based on Radio Run;O;PSB;0;CPW;Y;Y;Y;Y;Y;NA;NA;NA;Y;Y;NA;NA;NA;NA;Y;CPW;42;MALE;ASIAN/PAC.ISL;5.8;160;THN;5;985795;200487;Y
11:55:00 PM;2017;September;Friday;Based on C/W on Scene;I;Housing;1;RAPE;Y;N;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;RAPE;29;MALE;BLACK;5.8;170;THN;7;991044;200677;Y
11:55:00 PM;2017;May;Saturday;Based on Self Initiated;O;PSB;5;ROBBERY;Y;N;Y;Y;Y;Y;NA;Y;NA;NA;NA;NA;NA;NA;NA;ROBBERY;29;MALE;BLACK;5.11;180;U;23;1000212;226694;Y
11:55:00 PM;2017;August;Tuesday;Based on Self Initiated;O;PSB;1;GRAND LARCENY;N;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;NA;GRAND LARCENY;46;FEMALE;BLACK HISPANIC;5.5;140;MED;24;992591;229124;N
11:55:00 PM;2017;July;Friday;Based on C/W on Scene;NA;PSB;0;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;49;MALE;WHITE HISPANIC;5.8;160;MED;34;1002700;248924;N
11:55:00 PM;2017;July;Friday;Based on C/W on Scene;NA;PSB;0;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;62;MALE;WHITE HISPANIC;5.5;150;MED;34;1002700;248924;N
11:55:00 PM;2017;July;Sunday;Based on Radio Run;NA;PSB;0;CPW;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;40;MALE;WHITE HISPANIC;5.7;205;MED;34;1003616;255447;N
11:55:00 PM;2017;February;Friday;Based on Self Initiated;NA;PSB;2;CPW;N;N;Y;N;Y;NA;Y;NA;Y;NA;NA;Y;NA;NA;NA;CPW;22;MALE;BLACK;5.1;190;MED;41;1012274;235812;N
11:55:00 PM;2017;May;Tuesday;Based on C/W on Scene;O;PSB;5;CPW;N;N;Y;N;N;Y;NA;Y;NA;NA;NA;NA;NA;NA;NA;NORMAL;35;MALE;BLACK HISPANIC;5.6;220;HEA;42;1014700;240766;N
11:55:00 PM;2017;May;Friday;Based on Self Initiated;NA;Housing;1;ROBBERY;Y;N;Y;N;N;NA;NA;Y;NA;NA;NA;NA;NA;Y;NA;ROBBERY;34;MALE;WHITE HISPANIC;5.9;190;MED;42;1010708;243780;Y
11:55:00 PM;2017;May;Friday;Based on Self Initiated;NA;Housing;1;ROBBERY;Y;N;Y;N;N;NA;NA;Y;NA;NA;NA;NA;NA;Y;NA;ROBBERY;40;MALE;BLACK;5.9;200;MED;42;1010708;243780;Y
11:55:00 PM;2017;July;Friday;Based on Self Initiated;O;Housing;1;CPW;Y;Y;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;47;MALE;BLACK;5.11;185;U;42;1010606;240098;Y
11:55:00 PM;2017;July;Friday;Based on Self Initiated;O;Housing;1;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;NERVOUS;22;MALE;BLACK;6.1;170;THN;43;1020219;239110;Y
11:55:00 PM;2017;July;Friday;Based on Self Initiated;O;Housing;1;CPW;N;N;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;Y;NA;Y;NERVOUS;18;MALE;BLACK;5.8;150;THN;43;1021061;242313;N
11:55:00 PM;2017;July;Friday;Based on Self Initiated;O;Housing;1;CPW;N;N;Y;Y;N;NA;NA;NA;NA;NA;NA;NA;Y;NA;Y;NERVOUS;18;FEMALE;BLACK;5.4;140;MED;43;1021828;239324;N
11:55:00 PM;2017;April;Tuesday;Based on Self Initiated;O;PSB;1;CRIMINAL POSSESSION OF MARIHUANA;Y;N;Y;Y;Y;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CRIMINAL POSSESSION OF MARIHUANA;37;MALE;BLACK;6.3;200;MED;44;1003522;243318;Y
11:55:00 PM;2017;March;Monday;Based on Radio Run;O;PSB;5;CPW;N;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;NA;SURPRISED;28;MALE;BLACK;6;190;MED;67;1003769;177741;N
11:55:00 PM;2017;August;Friday;Based on Radio Run;NA;PSB;1;ASSAULT;Y;N;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;CALM;23;MALE;BLACK;5.3;150;THN;67;998243;176387;Y
11:55:00 PM;2017;January;Thursday;Based on Radio Run;NA;PSB;2;CPW;N;Y;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;36;MALE;BLACK;6.3;190;MED;69;1014378;174935;N
11:55:00 PM;2017;August;Monday;Based on Radio Run;NA;PSB;1;GRAND LARCENY;Y;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;SUSPECT FLED ON FOOT;NA;MALE;BLACK;5.7;150;THN;73;1006657;185894;N
11:55:00 PM;2017;February;Tuesday;Based on Radio Run;O;Housing;2;BURGLARY;N;N;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NORMAL;21;MALE;BLACK;5.11;170;MED;77;1005073;185294;N
11:55:00 PM;2017;February;Tuesday;Based on Radio Run;O;Housing;2;BURGLARY;N;N;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NORMAL;24;MALE;BLACK;NA;NA;(nu;77;1005073;185294;N
11:55:00 PM;2017;February;Tuesday;Based on Radio Run;O;Housing;2;BURGLARY;N;N;Y;N;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NORMAL;26;MALE;BLACK;NA;NA;(nu;77;1005073;185294;N
11:55:00 PM;2017;October;Thursday;Based on C/W on Scene;S;Transit;0;PETIT LARCENY;N;Y;N;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;PETIT LARCENY;45;FEMALE;BLACK;5.8;NA;HEA;84;988089;190305;N
11:55:00 PM;2017;June;Wednesday;Based on Self Initiated;O;PSB;1;UNAUTHORIZED USE OF A VEHICLE;Y;N;N;Y;N;NA;NA;Y;NA;NA;NA;NA;NA;Y;NA;UNAUTHORIZED USE OF A VEHICLE;26;FEMALE;WHITE;5.6;125;THN;90;1002125;199316;N
11:55:00 PM;2017;December;Saturday;Based on Radio Run;O;PSB;1;ROBBERY;Y;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;14;FEMALE;BLACK;5.3;110;THN;120;963345;173201;N
11:55:00 PM;2017;December;Saturday;Based on Radio Run;O;Transit;1;ROBBERY;Y;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;15;MALE;BLACK;5.6;130;THN;120;963345;173201;N
11:55:00 PM;2017;December;Saturday;Based on Radio Run;O;PSB;1;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;13;FEMALE;BLACK;5.4;115;THN;120;963345;173201;N
11:55:00 PM;2017;December;Saturday;Based on Radio Run;O;PSB;1;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;14;FEMALE;BLACK;5.2;100;THN;120;963345;173201;N
11:55:00 PM;2017;December;Saturday;Based on Radio Run;O;PSB;1;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;12;FEMALE;WHITE HISPANIC;4.11;100;THN;120;963345;173201;N
11:55:00 PM;2017;December;Saturday;Based on Radio Run;O;PSB;1;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;13;FEMALE;BLACK;5.4;110;THN;120;963345;173201;N
11:55:00 PM;2017;March;Tuesday;Based on Radio Run;NA;PSB;0;CRIMINAL TRESPASS;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CRIMINAL TRESPASS;18;MALE;WHITE;5.11;175;MED;123;934144;143341;N
11:55:00 PM;2017;March;Tuesday;Based on Radio Run;NA;PSB;0;CRIMINAL TRESPASS;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CRIMINAL TRESPASS;0;MALE;WHITE;6;180;THN;123;934144;143341;N
11:53:00 PM;2017;March;Friday;Based on Radio Run;O;Housing;1;RECKLESS ENDANGERMENT;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;RECKLESS ENDANGERMENT;38;MALE;BLACK;5.7;190;THN;24;994398;229316;N
11:52:00 PM;2017;August;Tuesday;Based on Radio Run;NA;PSB;1;GRAND LARCENY AUTO;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;GRAND LARCENY AUTO;47;MALE;BLACK;5.1;160;MED;63;1003213;164676;N
11:52:00 PM;2017;March;Wednesday;Based on Self Initiated;O;PSB;1;CPW;Y;N;Y;Y;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;FOOT PURSUIT;20;MALE;BLACK;5.7;150;THN;69;1007340;172401;Y
11:52:00 PM;2017;June;Wednesday;Based on Self Initiated;O;PSB;1;CPW;N;N;N;Y;Y;NA;NA;Y;Y;NA;NA;NA;NA;NA;NA;CPW;22;MALE;BLACK;5.9;250;HEA;77;995996;183938;Y
11:52:00 PM;2017;December;Wednesday;Based on Radio Run;O;PSB;1;PETIT LARCENY;N;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;UPSET;49;MALE;BLACK;5.9;145;THN;90;998353;196772;N
11:51:00 PM;2017;November;Friday;Based on Self Initiated;O;Housing;1;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;20;MALE;WHITE HISPANIC;6.3;200;MED;26;996115;235176;Y
11:51:00 PM;2017;September;Saturday;Based on Radio Run;I;PSB;0;ASSAULT;N;Y;Y;N;N;Y;NA;NA;NA;NA;NA;NA;NA;Y;NA;ASSAULT;59;MALE;WHITE HISPANIC;5.8;150;MED;42;1014363;242949;N
11:51:00 PM;2017;December;Saturday;Based on Self Initiated;O;PSB;5;ROBBERY;N;N;Y;N;N;Y;NA;Y;NA;NA;NA;Y;NA;NA;NA;ROBBERY;13;MALE;BLACK;NA;120;THN;107;1036501;207853;N
11:51:00 PM;2017;December;Saturday;Based on Self Initiated;O;PSB;5;ROBBERY;N;N;Y;N;N;Y;NA;Y;NA;NA;NA;Y;NA;NA;NA;ROBBERY;13;MALE;BLACK;5.1;150;THN;107;1036501;207853;N
11:51:00 PM;2017;March;Thursday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;23;MALE;NA;6.3;180;THN;114;1010507;220321;N
11:51:00 PM;2017;March;Thursday;Based on Radio Run;O;PSB;1;CPW;N;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;23;MALE;NA;5.8;150;THN;114;1010507;220321;N
11:50:00 PM;2017;December;Monday;Based on C/W on Scene;O;PSB;0;ASSAULT;Y;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;Y;Y;CALM;28;MALE;WHITE HISPANIC;5.8;180;MED;10;982717;210997;Y
11:50:00 PM;2017;December;Monday;Based on C/W on Scene;O;PSB;0;ASSAULT;Y;Y;Y;N;N;Y;Y;NA;NA;Y;NA;NA;NA;Y;Y;CALM, NORMAL;28;MALE;WHITE HISPANIC;NA;175;MED;10;982717;210997;N
11:50:00 PM;2017;December;Monday;Based on C/W on Scene;O;PSB;0;ASSAULT;N;Y;Y;N;N;Y;Y;NA;Y;Y;NA;NA;NA;Y;Y;CALM;28;MALE;WHITE HISPANIC;5.1;180;MED;10;982717;210997;N
11:50:00 PM;2017;December;Wednesday;Based on C/W on Scene;I;Housing;3;ASSAULT;Y;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;UPSET;38;MALE;BLACK HISPANIC;5.7;180;MED;23;1000089;229652;N
11:50:00 PM;2017;December;Tuesday;Based on Radio Run;I;Housing;1;CPW;N;N;Y;N;N;Y;NA;NA;Y;Y;NA;NA;NA;NA;Y;CPW;15;MALE;BLACK;6.1;180;THN;26;996227;235376;N
11:50:00 PM;2017;January;Wednesday;Based on Self Initiated;I;Housing;1;CRIMINAL POSSESSION OF MARIHUANA;Y;N;N;Y;Y;NA;NA;NA;NA;NA;Y;NA;NA;NA;NA;CRIMINAL POSSESSION OF MARIHUANA;33;MALE;WHITE HISPANIC;5.7;180;THN;32;1001828;241763;N
11:50:00 PM;2017;January;Wednesday;Based on Radio Run;I;Housing;1;CRIMINAL POSSESSION OF MARIHUANA;Y;N;N;Y;Y;NA;NA;NA;NA;NA;Y;NA;NA;NA;NA;CRIMINAL POSSESSION OF MARIHUANA;22;MALE;WHITE HISPANIC;5.9;240;MED;32;1001828;241763;N
11:50:00 PM;2017;August;Saturday;Based on Radio Run;NA;PSB;1;GRAND LARCENY;N;Y;Y;N;N;Y;NA;Y;NA;Y;NA;NA;NA;NA;Y;GRAND LARCENY;17;MALE;BLACK HISPANIC;5.9;160;THN;34;1004127;249642;N
11:50:00 PM;2017;September;Wednesday;Based on Radio Run;NA;PSB;1;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;20;MALE;WHITE HISPANIC;5.6;140;THN;34;1001846;248795;N
11:50:00 PM;2017;September;Wednesday;Based on Radio Run;O;PSB;1;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;19;MALE;WHITE HISPANIC;6.4;180;THN;34;1001846;248795;N
11:50:00 PM;2017;September;Wednesday;Based on Radio Run;O;PSB;4;ROBBERY;N;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;19;MALE;BLACK HISPANIC;5.6;140;THN;34;1001846;248795;N
11:50:00 PM;2017;November;Sunday;Based on Self Initiated;O;PSB;3;CPW;N;N;Y;N;N;Y;NA;NA;Y;Y;NA;NA;NA;Y;NA;NON-COMPLIANT, EVASIVE ANSWERS;23;MALE;WHITE HISPANIC;5.5;140;THN;34;1003209;248934;N
11:50:00 PM;2017;November;Sunday;Based on Self Initiated;O;PSB;3;CPW;N;N;Y;N;Y;Y;Y;NA;Y;Y;NA;NA;NA;Y;NA;NON-COMPLIANT;26;MALE;BLACK HISPANIC;5.8;220;HEA;34;1003209;248934;N
11:50:00 PM;2017;January;Tuesday;Based on Radio Run;I;PSB;1;ROBBERY;N;Y;Y;N;N;Y;NA;NA;NA;NA;NA;NA;NA;NA;Y;ROBBERY;NA;MALE;NA;NA;NA;(nu;40;1008025;233638;N
11:50:00 PM;2017;January;Tuesday;Based on Radio Run;I;PSB;1;ROBBERY;N;Y;Y;N;N;Y;NA;NA;NA;NA;NA;NA;NA;NA;Y;ROBBERY;33;MALE;BLACK;5.1;300;HEA;40;1008025;233638;N
11:50:00 PM;2017;January;Tuesday;Based on Radio Run;I;PSB;1;ROBBERY;N;Y;Y;N;N;Y;NA;NA;NA;NA;NA;NA;NA;NA;Y;ROBBERY;NA;MALE;WHITE HISPANIC;NA;NA;(nu;40;1008025;233638;N
11:50:00 PM;2017;January;Thursday;Based on Self Initiated;I;Housing;1;CRIMINAL TRESPASS;Y;Y;N;Y;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CRIMINAL TRESPASS;18;MALE;WHITE HISPANIC;6.1;188;THN;42;1010503;239764;N
11:50:00 PM;2017;November;Friday;Based on Self Initiated;O;PSB;1;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;NA;NA;NERVOUS;28;MALE;BLACK;5.7;180;MED;42;1009809;240478;Y
11:50:00 PM;2017;February;Tuesday;Based on Radio Run;NA;Housing;1;CPW;N;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;16;MALE;BLACK;5.7;140;MED;43;1025309;239941;Y
11:50:00 PM;2017;February;Tuesday;Based on Radio Run;O;Housing;1;CPW;N;Y;Y;Y;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;16;MALE;BLACK;5.8;160;MED;NA;NA;NA;N
11:50:00 PM;2017;February;Tuesday;Based on Radio Run;O;Housing;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;Y;CPW;15;MALE;BLACK;5.8;140;MED;NA;NA;NA;N
11:50:00 PM;2017;November;Sunday;Based on Radio Run;NA;Housing;1;CPW;N;Y;Y;N;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;37;MALE;BLACK;5.7;150;THN;43;1017265;242072;N
11:50:00 PM;2017;November;Sunday;Based on Radio Run;O;Housing;1;CPW;N;Y;Y;N;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;31;MALE;BLACK;5.1;170;(nu;43;1027172;237066;N
11:50:00 PM;2017;November;Sunday;Based on Radio Run;O;Housing;1;CPW;N;Y;Y;N;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;38;MALE;WHITE HISPANIC;5.8;165;MED;43;1023634;235639;N
11:50:00 PM;2017;November;Sunday;Based on Radio Run;O;Housing;1;CPW;N;Y;Y;N;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;35;MALE;BLACK;5.8;180;MED;43;1023428;239068;N
11:50:00 PM;2017;November;Sunday;Based on Radio Run;NA;Housing;1;CPW;N;Y;Y;N;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;29;MALE;WHITE HISPANIC;5.7;160;THN;NA;NA;NA;N
11:50:00 PM;2017;November;Sunday;Based on Radio Run;O;Housing;1;CPW;Y;Y;Y;Y;N;Y;NA;NA;Y;NA;NA;NA;NA;NA;NA;CPW;32;MALE;BLACK;5.9;180;MED;NA;NA;NA;N
11:50:00 PM;2017;March;Monday;Based on Self Initiated;O;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;27;MALE;BLACK HISPANIC;5.1;150;THN;44;1008192;245037;N
11:50:00 PM;2017;March;Monday;Based on Self Initiated;O;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;39;MALE;BLACK HISPANIC;5.9;240;HEA;44;1008192;245037;N
11:50:00 PM;2017;March;Monday;Based on Self Initiated;O;PSB;1;CPW;N;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;CPW;27;MALE;BLACK HISPANIC;5.6;150;MED;44;1008192;245037;N
11:50:00 PM;2017;May;Friday;Based on Radio Run;O;PSB;0;CPSP;Y;Y;N;Y;Y;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPSP;20;MALE;WHITE HISPANIC;6.1;180;MED;44;1008527;244668;N
11:50:00 PM;2017;October;Saturday;Based on Radio Run;S;Transit;5;CPW;N;Y;Y;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;CPW;51;MALE;WHITE HISPANIC;5.6;140;THN;44;1007027;245405;N
11:50:00 PM;2017;April;Wednesday;Based on C/W on Scene;NA;PSB;30;ASSAULT;Y;Y;N;N;N;NA;NA;NA;NA;Y;NA;NA;NA;NA;NA;SLIGHTLY UPSET;23;FEMALE;BLACK;5.5;175;HEA;46;1011081;251290;N
11:50:00 PM;2017;April;Thursday;Based on C/W on Scene;O;PSB;1;CPW;Y;N;Y;Y;N;NA;NA;NA;Y;NA;NA;NA;NA;Y;NA;CPW;20;MALE;WHITE HISPANIC;5.1;170;MED;46;1009877;252172;Y
11:50:00 PM;2017;July;Sunday;Based on Self Initiated;O;PSB;1;BURGLARY;N;N;Y;N;N;Y;Y;NA;NA;NA;NA;NA;NA;Y;NA;CALM;24;MALE;BLACK;5.8;175;THN;47;1026486;269351;N
11:50:00 PM;2017;September;Friday;Based on C/W on Scene;NA;PSB;1;MENACING;N;Y;Y;N;N;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;MENACING;26;MALE;BLACK;5.6;205;U;47;1021380;259391;N
11:50:00 PM;2017;October;Sunday;Based on Radio Run;O;PSB;0;ROBBERY;N;Y;Y;Y;N;Y;NA;NA;NA;Y;NA;NA;NA;NA;NA;ROBBERY;48;MALE;WHITE HISPANIC;5.11;180;MED;47;1025769;257044;N
